Corpus,File,Name,Verb,Age,Sent,Syntatic Object,Event or Object,Syntatic Object,Event or Object,Convergence,Comments,Comments,
Brown,adam35.xml,['Adam'],make|makes|making|maked,['P3Y8M1D'],let's make a car,car,object,car,object,object,,,
Brown,adam35.xml,['Adam'],make|makes|making|maked,['P3Y8M1D'],I want to make a car,car,object,car,object,object,,,
Brown,adam35.xml,['Adam'],make|makes|making|maked,['P3Y8M1D'],she is making a dessert Mommy,dessert,object,dessert,object,object,,,
Brown,adam35.xml,['Adam'],make|makes|making|maked,['P3Y8M1D'],I goin make a hole in the paper,hole,object,hole,object,object,,,
Brown,adam35.xml,['Adam'],make|makes|making|maked,['P3Y8M1D'],I make another hole,hole,object,hole,object,object,,,
Brown,adam35.xml,['Adam'],make|makes|making|maked,['P3Y8M1D'],I can make a hole for de the birdies,hole,object,hole,object,object,,,
Brown,adam35.xml,['Adam'],make|makes|making|maked,['P3Y8M1D'],this will make a mixer to mix,mixer,object,mixer,object,object,,,
Brown,adam35.xml,['Adam'],make|makes|making|maked,['P3Y8M1D'],I'm making something too,something,object,something,object,object,,,
Brown,adam35.xml,['Adam'],make|makes|making|maked,['P3Y8M1D'],urinate make me too tired,me,pronoun,me,pronoun,pronoun,,,
Brown,adam35.xml,['Adam'],make|makes|making|maked,['P3Y8M1D'],and den then I can make something,something,pronoun,something,pronoun,pronoun,,,
Brown,adam35.xml,['Adam'],make|makes|making|maked,['P3Y8M1D'],Mommy you make it,,,,,0,,,
Brown,adam35.xml,['Adam'],make|makes|making|maked,['P3Y8M1D'],glue makes it come back on,,,,,0,,,
Brown,adam36.xml,['Adam'],make|makes|making|maked,['P3Y8M14D'],dis this makes lot of noise,noise,event,noise,event,event,,,
Brown,adam36.xml,['Adam'],make|makes|making|maked,['P3Y8M14D'],will you make him talk,talk,event,talk,event,event,,,
Brown,adam36.xml,['Adam'],make|makes|making|maked,['P3Y8M14D'],I want to make another bubble,bubble,object,bubble  ,object,object,,,
Brown,adam36.xml,['Adam'],make|makes|making|maked,['P3Y8M14D'],Mommy I want to make a fish,fish,object,fish,object,object,,,
Brown,adam36.xml,['Adam'],make|makes|making|maked,['P3Y8M14D'],I can make a bubble man,man,object,bubble man,object,object,,,
Brown,adam36.xml,['Adam'],make|makes|making|maked,['P3Y8M14D'],do you think it makes a nice pan,pan,object,pan,object,object,,,
Brown,adam36.xml,['Adam'],make|makes|making|maked,['P3Y8M14D'],it's makes paper,paper,object,paper,object,object,,,
Brown,adam36.xml,['Adam'],make|makes|making|maked,['P3Y8M14D'],I goin to make a pretty pie for my Daddy a printing pie,pie,object,pie,object,object,,,
Brown,adam36.xml,['Adam'],make|makes|making|maked,['P3Y8M14D'],it's makes like a sword,sword,object,sword,object,object,,,
Brown,adam36.xml,['Adam'],make|makes|making|maked,['P3Y8M14D'],Mommy I want to make a turtle dis this time,turtle,object,turtle,object,object,,,
Brown,adam36.xml,['Adam'],make|makes|making|maked,['P3Y8M14D'],why you making two of them,them,pronoun,them,pronoun,pronoun,,,
Brown,adam36.xml,['Adam'],make|makes|making|maked,['P3Y8M14D'],I said I don't want to make dis this,this,pronoun,this,pronoun,pronoun,,,
Brown,adam36.xml,['Adam'],make|makes|making|maked,['P3Y8M14D'],I gonna break my I gonna make it,,,,,0,,,
Brown,adam36.xml,['Adam'],make|makes|making|maked,['P3Y8M14D'],what makes it come off the paper,,,,,0,,,
Brown,adam36.xml,['Adam'],make|makes|making|maked,['P3Y8M14D'],what makes it go on the paper,,,,,0,,,
Brown,adam37.xml,['Adam'],make|makes|making|maked,['P3Y8M26D'],I making your hair like dat that,hair,event,hair,event,event,?,,
Brown,adam37.xml,['Adam'],make|makes|making|maked,['P3Y8M26D'],will you make dat that noise,noise,event,noise,event,event,,,
Brown,adam37.xml,['Adam'],make|makes|making|maked,['P3Y8M26D'],it's make too much noise,noise,event,noise,event,event,,,
Brown,adam37.xml,['Adam'],make|makes|making|maked,['P3Y8M26D'],are you making him walk,walk,event,walk,event,event,,,
Brown,adam37.xml,['Adam'],make|makes|making|maked,['P3Y8M26D'],I gonna make a door it,door,object,door,object,object,,,
Brown,adam37.xml,['Adam'],make|makes|making|maked,['P3Y8M26D'],will you make are you making that fence for me,fence,object,fence,object,object,,,
Brown,adam37.xml,['Adam'],make|makes|making|maked,['P3Y8M26D'],you make you hear a noise,noise,object,noise,object,object,,,
Brown,adam37.xml,['Adam'],make|makes|making|maked,['P3Y8M26D'],we don't make nothing,nothing,object,nothing,object,object,,,
Brown,adam37.xml,['Adam'],make|makes|making|maked,['P3Y8M26D'],a drop make me good,me,pronoun,me,pronoun,pronoun,?,,
Brown,adam37.xml,['Adam'],make|makes|making|maked,['P3Y8M26D'],I wish could make some more just like dat that,some,pronoun,some,pronoun,pronoun,,,
Brown,adam37.xml,['Adam'],make|makes|making|maked,['P3Y8M26D'],Mommy will you make them together again,them,pronoun,them,pronoun,pronoun,,,
Brown,adam38.xml,['Adam'],make|makes|making|maked,['P3Y9M16D'],Mommy it's make some noise,noise,event,noise,event,event,,,
Brown,adam38.xml,['Adam'],make|makes|making|maked,['P3Y9M16D'],why it makes a noise,noise,event,noise,event,event,,,
Brown,adam38.xml,['Adam'],make|makes|making|maked,['P3Y9M16D'],why it doesn't make a noise huh,noise,event,noise,event,event,,,
Brown,adam38.xml,['Adam'],make|makes|making|maked,['P3Y9M16D'],I maked made the bridge,bridge,object,bridge,object,object,,,
Brown,adam38.xml,['Adam'],make|makes|making|maked,['P3Y9M16D'],I maked made the bridge,bridge,object,bridge,object,object,,,
Brown,adam38.xml,['Adam'],make|makes|making|maked,['P3Y9M16D'],I maked made the bridge,bridge,object,bridge,object,object,,,
Brown,adam38.xml,['Adam'],make|makes|making|maked,['P3Y9M16D'],Mommy you make some dessert with me,dessert,object,dessert,object,object,,,
Brown,adam38.xml,['Adam'],make|makes|making|maked,['P3Y9M16D'],Mommy you make some dessert,dessert,object,dessert,object,object,,,
Brown,adam38.xml,['Adam'],make|makes|making|maked,['P3Y9M16D'],are you making part of my train,part,object,part,object,object,,,
Brown,adam38.xml,['Adam'],make|makes|making|maked,['P3Y9M16D'],Mommy dat that will make a pretty seal,seal,object,seal,object,object,,,
Brown,adam38.xml,['Adam'],make|makes|making|maked,['P3Y9M16D'],I making another seal,seal,object,seal,object,object,,,
Brown,adam38.xml,['Adam'],make|makes|making|maked,['P3Y9M16D'],Mommy I making a nice one,one,pronoun,one,pronoun,pronoun,,,
Brown,adam38.xml,['Adam'],make|makes|making|maked,['P3Y9M16D'],I making some all over myself,some,pronoun,some,pronoun,pronoun,,,
Brown,adam38.xml,['Adam'],make|makes|making|maked,['P3Y9M16D'],shoes may make you jump higher then you step and make you land,you,pronoun,you,pronoun,pronoun,,,
Brown,adam39.xml,['Adam'],make|makes|making|maked,['P3Y10M15D'],it's makes loud noise,noise,event,noise,event,event,,,
Brown,adam39.xml,['Adam'],make|makes|making|maked,['P3Y10M15D'],does it make scratches on it,scratch,object,scratches,object,object,,,
Brown,adam39.xml,['Adam'],make|makes|making|maked,['P3Y10M15D'],does dat that keep making scratches,scratch,object,scratches,object,object,,,
Brown,adam39.xml,['Adam'],make|makes|making|maked,['P3Y10M15D'],you stand up to make it go fast,,,,,0,,,
Brown,adam40.xml,['Adam'],make|makes|making|maked,['P3Y11M1D'],dese these are de the tires to make the bus roll,bus,object,bus,object,object,,,
Brown,adam40.xml,['Adam'],make|makes|making|maked,['P3Y11M1D'],she's making a coat,coat,object,coat,object,object,,,
Brown,adam40.xml,['Adam'],make|makes|making|maked,['P3Y11M1D'],will you make these hold up,these,pronoun,these,pronoun,pronoun,,,
Brown,adam40.xml,['Adam'],make|makes|making|maked,['P3Y11M1D'],how does it make it stand up,,,,,0,,,
Brown,adam40.xml,['Adam'],make|makes|making|maked,['P3Y11M1D'],how does it make it stand up,,,,,0,,,
Brown,adam41.xml,['Adam'],make|makes|making|maked,['P3Y11M14D'],I wan  make a airplane,airplane,object,airplane,object,object,,,
Brown,adam41.xml,['Adam'],make|makes|making|maked,['P3Y11M14D'],Mommy make your airplane,airplane,object,airplane,object,object,,,
Brown,adam41.xml,['Adam'],make|makes|making|maked,['P3Y11M14D'],and Paul make your airplane,airplane,object,airplane,object,object,,,
Brown,adam41.xml,['Adam'],make|makes|making|maked,['P3Y11M14D'],and Urs make your airplane,airplane,object,airplane,object,object,,,
Brown,adam41.xml,['Adam'],make|makes|making|maked,['P3Y11M14D'],and I make my own airplane,airplane,object,airplane,object,object,,,
Brown,adam41.xml,['Adam'],make|makes|making|maked,['P3Y11M14D'],Paul make your airplane,airplane,object,airplane,object,object,,,
Brown,adam41.xml,['Adam'],make|makes|making|maked,['P3Y11M14D'],Mommy make me airplane,airplane,object,airplane,object,object,,,
Brown,adam41.xml,['Adam'],make|makes|making|maked,['P3Y11M14D'],are you making your airplane,airplane,object,airplane,object,object,,,
Brown,adam41.xml,['Adam'],make|makes|making|maked,['P3Y11M14D'],and we making and we make a airplane,airplane,object,airplane,object,object,,,
Brown,adam41.xml,['Adam'],make|makes|making|maked,['P3Y11M14D'],you make a pair of glasses,glasses,object,glasses,object,object,,,
Brown,adam41.xml,['Adam'],make|makes|making|maked,['P3Y11M14D'],how can you make people with it,people,object,people,object,object,,,
Brown,adam41.xml,['Adam'],make|makes|making|maked,['P3Y11M14D'],Mommy and make me people of stripes,people,object,people,object,object,,,
Brown,adam41.xml,['Adam'],make|makes|making|maked,['P3Y11M14D'],she's making a ring,ring,object,ring,object,object,,,
Brown,adam41.xml,['Adam'],make|makes|making|maked,['P3Y11M14D'],I can make a ring,ring,object,ring,object,object,,,
Brown,adam41.xml,['Adam'],make|makes|making|maked,['P3Y11M14D'],Mommy you can make all sorts of things xxx,thing,object,things,object,object,,,
Brown,adam41.xml,['Adam'],make|makes|making|maked,['P3Y11M14D'],let's make a station wagon,wagon,object,wagon,object,object,,,
Brown,adam41.xml,['Adam'],make|makes|making|maked,['P3Y11M14D'],I can make everything with dis this,everything,pronoun,everything,pronoun,pronoun,,,
Brown,adam41.xml,['Adam'],make|makes|making|maked,['P3Y11M14D'],will you make something different,something,pronoun,something,pronoun,pronoun,,,
Brown,adam41.xml,['Adam'],make|makes|making|maked,['P3Y11M14D'],you can make you can put snakes on em or everything,you,pronoun,you,pronoun,pronoun,,,
Brown,adam41.xml,['Adam'],make|makes|making|maked,['P3Y11M14D'],no my airplane make me mine,,,,,0,?,,
Brown,adam42.xml,['Adam'],make|makes|making|maked,['P4Y0M14D'],it's make different noise,noise,event,noise,event,event,,,
Brown,adam42.xml,['Adam'],make|makes|making|maked,['P4Y0M14D'],you could make a bicycle too,bicycle,object,bicycle,object,object,,,
Brown,adam42.xml,['Adam'],make|makes|making|maked,['P4Y0M14D'],see it's makes some more colors,color,object,colors,object,object,,,
Brown,adam42.xml,['Adam'],make|makes|making|maked,['P4Y0M14D'],you can make a fish caught,fish,object,fish,object,object,,,
Brown,adam42.xml,['Adam'],make|makes|making|maked,['P4Y0M14D'],Mommy what could we make with lumber,lumber,object,lumber,object,object,,,
Brown,adam42.xml,['Adam'],make|makes|making|maked,['P4Y0M14D'],you could make a space man,man,object,space man,object,object,,,
Brown,adam42.xml,['Adam'],make|makes|making|maked,['P4Y0M14D'],you could make a mask too,mask,object,mask,object,object,,,
Brown,adam42.xml,['Adam'],make|makes|making|maked,['P4Y0M14D'],I'm making vanilla pie,pie,object,pie,object,object,,,
Brown,adam42.xml,['Adam'],make|makes|making|maked,['P4Y0M14D'],what could you make with dis this,this,pronoun,this,pronoun,pronoun,,,
Brown,adam43.xml,['Adam'],make|makes|making|maked,['P4Y1M15D'],to make each rubber bands with it,band,object,rubber band,object,object,,,
Brown,adam43.xml,['Adam'],make|makes|making|maked,['P4Y1M15D'],see it's gonna make a black car,car,object,car,object,object,,,
Brown,adam43.xml,['Adam'],make|makes|making|maked,['P4Y1M15D'],see it's making a black car look,car,object,car,object,object,,,
Brown,adam43.xml,['Adam'],make|makes|making|maked,['P4Y1M15D'],doesn't make no color,color,object,color,object,object,,,
Brown,adam43.xml,['Adam'],make|makes|making|maked,['P4Y1M15D'],now I make some colors,color,object,color,object,object,,,
Brown,adam43.xml,['Adam'],make|makes|making|maked,['P4Y1M15D'],you can make real designs,design,object,designs,object,object,,,
Brown,adam43.xml,['Adam'],make|makes|making|maked,['P4Y1M15D'],I can make a direction with dis this,direction,object,direction,object,object,,,
Brown,adam43.xml,['Adam'],make|makes|making|maked,['P4Y1M15D'],it's make red fingers huh,finger,object,finger,object,object,,,
Brown,adam43.xml,['Adam'],make|makes|making|maked,['P4Y1M15D'],I gonna make some food,food,object,food,object,object,,,
Brown,adam43.xml,['Adam'],make|makes|making|maked,['P4Y1M15D'],whoop makes it's makes meals in dere there,meal,object,meal,object,object,,,
Brown,adam43.xml,['Adam'],make|makes|making|maked,['P4Y1M15D'],it's make meals,meal,object,meal,object,object,,,
Brown,adam43.xml,['Adam'],make|makes|making|maked,['P4Y1M15D'],I making some pancakes today Momma little baby,pancake,object,pancakes,object,object,,,
Brown,adam43.xml,['Adam'],make|makes|making|maked,['P4Y1M15D'],to make people jump up to de the airplane,people,object,people,object,object,,,
Brown,adam43.xml,['Adam'],make|makes|making|maked,['P4Y1M15D'],I'm making a stove,stove,object,stove,object,object,,,
Brown,adam43.xml,['Adam'],make|makes|making|maked,['P4Y1M15D'],oh yeah make some windows too,window,object,window,object,object,,,
Brown,adam43.xml,['Adam'],make|makes|making|maked,['P4Y1M15D'],what you making xxx for,xxx,,,,0,,,
Brown,adam43.xml,['Adam'],make|makes|making|maked,['P4Y1M15D'],you can make a,,,,,0,,,
Brown,adam43.xml,['Adam'],make|makes|making|maked,['P4Y1M15D'],what keeps making it fall down,,,,,0,,,
Brown,adam43.xml,['Adam'],make|makes|making|maked,['P4Y1M15D'],Mommy make it stay under dere there,,,,,0,,,
Brown,adam43.xml,['Adam'],make|makes|making|maked,['P4Y1M15D'],de the directions say make it like dis this,,,,,0,,,
Brown,adam44.xml,['Adam'],make|makes|making|maked,['P4Y2M17D'],I making another hole for Paul to fall in dere there,hole,object,hole,object,object,,,
Brown,adam44.xml,['Adam'],make|makes|making|maked,['P4Y2M17D'],I making a hole,hole,object,hole,object,object,,,
Brown,adam44.xml,['Adam'],make|makes|making|maked,['P4Y2M17D'],Mom I making a sidewalk,sidewalk,object,sidewalk,object,object,,,
Brown,adam44.xml,['Adam'],make|makes|making|maked,['P4Y2M17D'],I making a sidewalk for me to walk on,sidewalk,object,sidewalk,object,object,,,
Brown,adam44.xml,['Adam'],make|makes|making|maked,['P4Y2M17D'],maybe dat's that's what making it do it,,,,,0,,,
Brown,adam45.xml,['Adam'],make|makes|making|maked,['P4Y3M9D'],where makes de the noise,noise,event,noise,event,event,,,
Brown,adam45.xml,['Adam'],make|makes|making|maked,['P4Y3M9D'],I think I make a car,car,object,car,object,object,,,
Brown,adam45.xml,['Adam'],make|makes|making|maked,['P4Y3M9D'],Mom you gonna make a curtain,curtain,object,curtain,object,object,,,
Brown,adam45.xml,['Adam'],make|makes|making|maked,['P4Y3M9D'],okay I make a goofy garden,garden,object,garden,object,object,,,
Brown,adam45.xml,['Adam'],make|makes|making|maked,['P4Y3M9D'],I make my ice disappear with no holes in it,ice,object,ice,object,object,,,
Brown,adam45.xml,['Adam'],make|makes|making|maked,['P4Y3M9D'],I'm making a road,road,object,road,object,object,,,
Brown,adam45.xml,['Adam'],make|makes|making|maked,['P4Y3M9D'],I'm making a road dis this way,road,object,road,object,object,,,
Brown,adam45.xml,['Adam'],make|makes|making|maked,['P4Y3M9D'],I make a long line of tape,tape,object,line,object,object,,,
Brown,adam45.xml,['Adam'],make|makes|making|maked,['P4Y3M9D'],oh Mom I wan  make something else,something,pronoun,something,pronoun,pronoun,,,
Brown,adam45.xml,['Adam'],make|makes|making|maked,['P4Y3M9D'],I don't wan  make dat that,that,pronoun,that,pronoun,pronoun,,,
Brown,adam45.xml,['Adam'],make|makes|making|maked,['P4Y3M9D'],no Paul I wan  make dat that,that,pronoun,that,pronoun,pronoun,,,
Brown,adam45.xml,['Adam'],make|makes|making|maked,['P4Y3M9D'],do people make them with dat that,them,pronoun,them,pronoun,pronoun,,,
Brown,adam45.xml,['Adam'],make|makes|making|maked,['P4Y3M9D'],oh Mom I wan  make dese these,these,pronoun,these,pronoun,pronoun,,,
Brown,adam45.xml,['Adam'],make|makes|making|maked,['P4Y3M9D'],I wan  make dis this,this,pronoun,this,pronoun,pronoun,,,
Brown,adam45.xml,['Adam'],make|makes|making|maked,['P4Y3M9D'],Mommy how can you make dis this,this,pronoun,this,pronoun,pronoun,,,
Brown,adam45.xml,['Adam'],make|makes|making|maked,['P4Y3M9D'],how can you make dis this,this,pronoun,this,pronoun,pronoun,,,
Brown,adam45.xml,['Adam'],make|makes|making|maked,['P4Y3M9D'],Mommy can you make dis this,this,pronoun,this,pronoun,pronoun,,,
Brown,adam45.xml,['Adam'],make|makes|making|maked,['P4Y3M9D'],oh I'm gonna make dis this,this,pronoun,this,pronoun,pronoun,,,
Brown,adam45.xml,['Adam'],make|makes|making|maked,['P4Y3M9D'],magic_four make dis this go up,this,pronoun,this,pronoun,pronoun,,,
Brown,adam45.xml,['Adam'],make|makes|making|maked,['P4Y3M9D'],Paul don't you tear your man up or I'll make you a man another man,you,pronoun,you,pronoun,pronoun,,,
Brown,adam45.xml,['Adam'],make|makes|making|maked,['P4Y3M9D'],Paul you want me make you another one,you,pronoun,one,pronoun,pronoun,,,
Brown,adam45.xml,['Adam'],make|makes|making|maked,['P4Y3M9D'],Paul you want me make you another one,you,pronoun,one,pronoun,pronoun,,,
Brown,adam45.xml,['Adam'],make|makes|making|maked,['P4Y3M9D'],Mommy you know where de the noise makes it,,,,,0,,,
Brown,adam45.xml,['Adam'],make|makes|making|maked,['P4Y3M9D'],let's make a long,,,,,0,,,
Brown,adam45.xml,['Adam'],make|makes|making|maked,['P4Y3M9D'],I wan  make it uh,,,,,0,,,
Brown,adam45.xml,['Adam'],make|makes|making|maked,['P4Y3M9D'],Mommy I making so I can follow dese these lines,,,,,0,?,,
Brown,adam46.xml,['Adam'],make|makes|making|maked,['P4Y4M1D'],no you could make a bird out_of dis this,bird,object,bird,object,object,,,
Brown,adam46.xml,['Adam'],make|makes|making|maked,['P4Y4M1D'],someone make another man locked in de the cage,man,object,man,object,object,,,
Brown,adam46.xml,['Adam'],make|makes|making|maked,['P4Y4M1D'],have_to make a square first,square,object,square,object,object,,,
Brown,adam46.xml,['Adam'],make|makes|making|maked,['P4Y4M1D'],see this makes one big,one,pronoun,one,pronoun,pronoun,,,
Brown,adam46.xml,['Adam'],make|makes|making|maked,['P4Y4M1D'],now I'm making another one with dis this one in  middle,one,pronoun,one,pronoun,pronoun,,,
Brown,adam46.xml,['Adam'],make|makes|making|maked,['P4Y4M1D'],I don't wan  make dat that one I wan  make the other one,one,pronoun,one,pronoun,pronoun,,,
Brown,adam46.xml,['Adam'],make|makes|making|maked,['P4Y4M1D'],I you can make another one,one,pronoun,one,pronoun,pronoun,,,
Brown,adam46.xml,['Adam'],make|makes|making|maked,['P4Y4M1D'],so you can make another one,one,pronoun,one,pronoun,pronoun,,,
Brown,adam46.xml,['Adam'],make|makes|making|maked,['P4Y4M1D'],see I maked made I'm gonna make some,some,pronoun,some,pronoun,pronoun,,,
Brown,adam46.xml,['Adam'],make|makes|making|maked,['P4Y4M1D'],hey I think I can make something,something,pronoun,something,pronoun,pronoun,,,
Brown,adam46.xml,['Adam'],make|makes|making|maked,['P4Y4M1D'],how to make something,something,pronoun,something,pronoun,pronoun,,,
Brown,adam46.xml,['Adam'],make|makes|making|maked,['P4Y4M1D'],Mom how do you make it,,,,,0,,,
Brown,adam46.xml,['Adam'],make|makes|making|maked,['P4Y4M1D'],I'm gonna make it this is my dot maker,,,,,0,,,
Brown,adam46.xml,['Adam'],make|makes|making|maked,['P4Y4M1D'],I think I make it,,,,,0,,,
Brown,adam46.xml,['Adam'],make|makes|making|maked,['P4Y4M1D'],a book to make how it is,,,,,0,,,
Brown,adam46.xml,['Adam'],make|makes|making|maked,['P4Y4M1D'],can you make it for me,,,,,0,,,
Brown,adam47.xml,['Adam'],make|makes|making|maked,['P4Y4M13D'],can you make a pinch,pinch,object,pinch,event,!!!,?,,
Brown,adam47.xml,['Adam'],make|makes|making|maked,['P4Y4M13D'],it's gonna make a wave again huh,wave,event,wave,event,event,,,
Brown,adam47.xml,['Adam'],make|makes|making|maked,['P4Y4M13D'],oh it's gonna make a boat,boat,object,boat,object,object,,,
Brown,adam47.xml,['Adam'],make|makes|making|maked,['P4Y4M13D'],can I make a different design,design,object,design,object,object,,,
Brown,adam47.xml,['Adam'],make|makes|making|maked,['P4Y4M13D'],dat that makes some straight long line,line,object,line,object,object,,,
Brown,adam47.xml,['Adam'],make|makes|making|maked,['P4Y4M13D'],why it's making four lines,line,object,line,object,object,,,
Brown,adam47.xml,['Adam'],make|makes|making|maked,['P4Y4M13D'],I wan  make two lines like I did before,line,object,line,object,object,,,
Brown,adam47.xml,['Adam'],make|makes|making|maked,['P4Y4M13D'],now let's put it in ne the middle and let's make a turtle,turtle,object,turtle,object,object,,,
Brown,adam47.xml,['Adam'],make|makes|making|maked,['P4Y4M13D'],hey does dat that make turtles,turtle,object,turtle,object,object,,,
Brown,adam47.xml,['Adam'],make|makes|making|maked,['P4Y4M13D'],I wan  make two turtles silly,turtle,object,turtle,object,object,,,
Brown,adam47.xml,['Adam'],make|makes|making|maked,['P4Y4M13D'],I'm gonna make another one now,one,pronoun,one,pronoun,pronoun,,,
Brown,adam47.xml,['Adam'],make|makes|making|maked,['P4Y4M13D'],let me make dat that kind,that,pronoun,that,pronoun,pronoun,?,,
Brown,adam47.xml,['Adam'],make|makes|making|maked,['P4Y4M13D'],it's makes dem them stay dere there,them,pronoun,them,pronoun,pronoun,,,
Brown,adam47.xml,['Adam'],make|makes|making|maked,['P4Y4M13D'],can you use dis this to make a dere there,this,pronoun,this,pronoun,pronoun,,,
Brown,adam47.xml,['Adam'],make|makes|making|maked,['P4Y4M13D'],dat that makes it stick out and stay up,,,,,0,,,
Brown,adam47.xml,['Adam'],make|makes|making|maked,['P4Y4M13D'],I'm gonna make it dat's that's a pretty design,,,,,0,,,
Brown,adam47.xml,['Adam'],make|makes|making|maked,['P4Y4M13D'],what makes it wavy,,,,,0,,,
Brown,adam48.xml,['Adam'],make|makes|making|maked,['P4Y5M11D'],I'll make a  with two holes,a,object,a,object,object,,,
Brown,adam48.xml,['Adam'],make|makes|making|maked,['P4Y5M11D'],how you make bottoms,bottom,object,bottom,object,object,,,
Brown,adam48.xml,['Adam'],make|makes|making|maked,['P4Y5M11D'],I'm making all dese these colors,color,object,color,object,object,,,
Brown,adam48.xml,['Adam'],make|makes|making|maked,['P4Y5M11D'],I'm making a egg,egg,object,egg,object,object,,,
Brown,adam48.xml,['Adam'],make|makes|making|maked,['P4Y5M11D'],we make some of dose those flowers,flower,object,flower,object,object,,,
Brown,adam48.xml,['Adam'],make|makes|making|maked,['P4Y5M11D'],see dat's that's gonna make de the house fall down,house,object,house,object,object,,,
Brown,adam48.xml,['Adam'],make|makes|making|maked,['P4Y5M11D'],how does it make strong muscles,muscle,object,muscles,object,object,,,
Brown,adam48.xml,['Adam'],make|makes|making|maked,['P4Y5M11D'],I am making some egg noodles,noodle,object,noodles,object,object,,,
Brown,adam48.xml,['Adam'],make|makes|making|maked,['P4Y5M11D'],can you make pans cut out pans,pan,object,pan,object,object,,,
Brown,adam48.xml,['Adam'],make|makes|making|maked,['P4Y5M11D'],we maked made a turtle didn't we today,turtle,object,turtle,object,object,,,
Brown,adam48.xml,['Adam'],make|makes|making|maked,['P4Y5M11D'],I can't make dem them,them,pronoun,them,pronoun,pronoun,,,
Brown,adam48.xml,['Adam'],make|makes|making|maked,['P4Y5M11D'],can you make I wan  make,,,,,0,,,
Brown,adam48.xml,['Adam'],make|makes|making|maked,['P4Y5M11D'],I think I'll make a,,,,,0,,,
Brown,adam49.xml,['Adam'],make|makes|making|maked,['P4Y6M24D'],spraying makes your hair pretty,hair,object,hair,object,object,?,,
Brown,adam49.xml,['Adam'],make|makes|making|maked,['P4Y6M24D'],what does dirt make in my pockets,,,,,0,?,,
Brown,adam49.xml,['Adam'],make|makes|making|maked,['P4Y6M24D'],she won't makes me,,,,,0,?,,
Brown,adam50.xml,['Adam'],make|makes|making|maked,['P4Y7M1D'],I'm gonna make a dog,dog,object,dog,object,object,,,
Brown,adam50.xml,['Adam'],make|makes|making|maked,['P4Y7M1D'],we have_to make big eyes so Paul can see,eye,object,eyes,object,object,,,
Brown,adam50.xml,['Adam'],make|makes|making|maked,['P4Y7M1D'],see I make a deep hole,hold,object,hole,object,object,,,
Brown,adam50.xml,['Adam'],make|makes|making|maked,['P4Y7M1D'],I wan  make my own valentine,valentine,object,valentine,object,object,,,
Brown,adam50.xml,['Adam'],make|makes|making|maked,['P4Y7M1D'],I can make anything go away,anything,pronoun,anything,pronoun,pronoun,,,
Brown,adam50.xml,['Adam'],make|makes|making|maked,['P4Y7M1D'],dat that makes me happy,me,pronoun,me,pronoun,pronoun,,,
Brown,adam50.xml,['Adam'],make|makes|making|maked,['P4Y7M1D'],see I'm gonna make dis this one,one,pronoun,one,pronoun,pronoun,,,
Brown,adam50.xml,['Adam'],make|makes|making|maked,['P4Y7M1D'],I'm gonna make dese these from balloons,these,pronoun,these,pronoun,pronoun,,,
Brown,adam51.xml,['Adam'],make|makes|making|maked,['P4Y7M29D'],does dis this make hurt,hurt,event,hurt,event,event,,,
Brown,adam51.xml,['Adam'],make|makes|making|maked,['P4Y7M29D'],see it can still make more pictures,picture,object,picture,object,object,,,
Brown,adam51.xml,['Adam'],make|makes|making|maked,['P4Y7M29D'],that makes me jump out de the window,me,pronoun,me,pronoun,pronoun,,,
Brown,adam51.xml,['Adam'],make|makes|making|maked,['P4Y7M29D'],it's makes me so excited,me,pronoun,me,pronoun,pronoun,,,
Brown,adam51.xml,['Adam'],make|makes|making|maked,['P4Y7M29D'],people have_to swallow dese these and make dem them well,them,pronoun,them,pronoun,pronoun,,,
Brown,adam51.xml,['Adam'],make|makes|making|maked,['P4Y7M29D'],does spinach make us strong,us,pronoun,us,pronoun,pronoun,,,
Brown,adam51.xml,['Adam'],make|makes|making|maked,['P4Y7M29D'],you have_to make it bigger,,,,,0,,,
Brown,adam51.xml,['Adam'],make|makes|making|maked,['P4Y7M29D'],dat that makes it go,,,,,0,,,
Brown,adam52.xml,['Adam'],make|makes|making|maked,['P4Y9M2D'],I wan  make different kinds a colors,color,object,colors,object,object,,,
Brown,adam52.xml,['Adam'],make|makes|making|maked,['P4Y9M2D'],can I make a fish,fish,object,fish,object,object,,,
Brown,adam52.xml,['Adam'],make|makes|making|maked,['P4Y9M2D'],I can make a fish,fish,object,fish,object,object,,,
Brown,adam52.xml,['Adam'],make|makes|making|maked,['P4Y9M2D'],Urs can Robin make a fish,fish,object,fish,object,object,,,
Brown,adam52.xml,['Adam'],make|makes|making|maked,['P4Y9M2D'],I know how to make a fish,fish,object,fish,object,object,,,
Brown,adam52.xml,['Adam'],make|makes|making|maked,['P4Y9M2D'],I wan  make three flowers,flower,object,flower,object,object,,,
Brown,adam52.xml,['Adam'],make|makes|making|maked,['P4Y9M2D'],I'm gonna make me another flower,flower,object,flower,object,object,,,
Brown,adam52.xml,['Adam'],make|makes|making|maked,['P4Y9M2D'],I'm making a flower,flower,object,flower,object,object,,,
Brown,adam52.xml,['Adam'],make|makes|making|maked,['P4Y9M2D'],it does make a flower,flower,object,flower,object,object,,,
Brown,adam52.xml,['Adam'],make|makes|making|maked,['P4Y9M2D'],what is Robin making a lollipop or something,lollipop,object,lollipop/something,object,object,,,
