Corpus,File,Name,Verb,Age,Sent,Syntatic Object,Event or Object,Syntatic Object,Event or Object,Convergence,Comments,Comments,
Brown,adam52.xml,['Adam'],make|makes|making|maked,['P4Y9M2D'],hey I'm gonna make a long one fishing pole den then I'm gonna fish and fish and fish and den then de the worm's goin  wiggle and wiggle and it's gonna say,pole,object,pole,object,object,,,
Brown,adam52.xml,['Adam'],make|makes|making|maked,['P4Y9M2D'],I'm not gonna make Diandros,Diandros,pronoun,Diandros,pronoun,pronoun,,,
Brown,adam52.xml,['Adam'],make|makes|making|maked,['P4Y9M2D'],so big I'm gonna make a long one,one,pronoun,one,pronoun,pronoun,,,
Brown,adam52.xml,['Adam'],make|makes|making|maked,['P4Y9M2D'],you want to give me some yellow paper for de the other children to make some,some,pronoun,some ,pronoun,pronoun,,,
Brown,adam52.xml,['Adam'],make|makes|making|maked,['P4Y9M2D'],hey I show you how to make some,some,pronoun,some,pronoun,pronoun,,,
Brown,adam52.xml,['Adam'],make|makes|making|maked,['P4Y9M2D'],if I can make something out_of dese these,something,pronoun,something,pronoun,pronoun,,,
Brown,adam52.xml,['Adam'],make|makes|making|maked,['P4Y9M2D'],I guess I can make something,something,pronoun,something,pronoun,pronoun,,,
Brown,adam52.xml,['Adam'],make|makes|making|maked,['P4Y9M2D'],I show you how to make something,something,pronoun,something,pronoun,pronoun,,,
Brown,adam52.xml,['Adam'],make|makes|making|maked,['P4Y9M2D'],how could dey they make dat that,that,pronoun,that,pronoun,pronoun,,,
Brown,adam52.xml,['Adam'],make|makes|making|maked,['P4Y9M2D'],see boys you make me start dat that too,that,pronoun,that,pronoun,pronoun,,,
Brown,adam52.xml,['Adam'],make|makes|making|maked,['P4Y9M2D'],I got some where dey they make some dose those are so easy,those,pronoun,some,pronoun,pronoun,,,
Brown,adam52.xml,['Adam'],make|makes|making|maked,['P4Y9M2D'],I'm gonna make xxx,xxx,,,,0,,,
Brown,adam52.xml,['Adam'],make|makes|making|maked,['P4Y9M2D'],he's going to make his smaller,,,,,0,,,
Brown,adam52.xml,['Adam'],make|makes|making|maked,['P4Y9M2D'],he maked made his smaller,,,,,0,,,
Brown,adam52.xml,['Adam'],make|makes|making|maked,['P4Y9M2D'],what else I can make for my own self,,,,,0,?,,
Brown,adam52.xml,['Adam'],make|makes|making|maked,['P4Y9M2D'],dis this could make it longer,,,longer,,0,?,,
Brown,adam53.xml,['Adam'],make|makes|making|maked,['P4Y10M2D'],now I wonder how can you make dose those steps,steps,event,steps,event,event,,,
Brown,adam53.xml,['Adam'],make|makes|making|maked,['P4Y10M2D'],it make a stop landing,stop,event,stop,event,event,,,
Brown,adam53.xml,['Adam'],make|makes|making|maked,['P4Y10M2D'],see if I can make lots o beds on de the top,bed,object,bed,object,object,,,
Brown,adam53.xml,['Adam'],make|makes|making|maked,['P4Y10M2D'],see if I can make beds way way way way on top up dere there,bed,object,bed,object,object,,,
Brown,adam53.xml,['Adam'],make|makes|making|maked,['P4Y10M2D'],I was gonna make some twins beds but they doesn't want the twins fell off,bed,object,bed,object,object,,,
Brown,adam53.xml,['Adam'],make|makes|making|maked,['P4Y10M2D'],I know what you can make a boat,boat,object,boat,object,object,,,
Brown,adam53.xml,['Adam'],make|makes|making|maked,['P4Y10M2D'],Mommy did you make the cages for the lions,cage,object,cage,object,object,,,
Brown,adam53.xml,['Adam'],make|makes|making|maked,['P4Y10M2D'],dat that makes a pretty color,color,object,colors,object,object,,,
Brown,adam53.xml,['Adam'],make|makes|making|maked,['P4Y10M2D'],you didn't finish making your colors,color,object,colors,object,object,,,
Brown,adam53.xml,['Adam'],make|makes|making|maked,['P4Y10M2D'],it's brown I better make it another color before it turns into black,colors,object,colors,object,object,,,
Brown,adam53.xml,['Adam'],make|makes|making|maked,['P4Y10M2D'],how can you make a fence,fence,object,fence,object,object,,,
Brown,adam53.xml,['Adam'],make|makes|making|maked,['P4Y10M2D'],and make a fence,fence,object,fence,object,object,,,
Brown,adam53.xml,['Adam'],make|makes|making|maked,['P4Y10M2D'],oh dis this making fire,fire,object,fire,object,object,,,
Brown,adam53.xml,['Adam'],make|makes|making|maked,['P4Y10M2D'],oh boy dis this can make hot fire,fire,object,fire,object,object,,,
Brown,adam53.xml,['Adam'],make|makes|making|maked,['P4Y10M2D'],blue to make my own fish,fish,object,fish,object,object,,,
Brown,adam53.xml,['Adam'],make|makes|making|maked,['P4Y10M2D'],oh yeah we're making one floor,floor,object,floor,object,object,,,
Brown,adam53.xml,['Adam'],make|makes|making|maked,['P4Y10M2D'],Diandra how you know how to make houses,house,object,house,object,object,,,
Brown,adam53.xml,['Adam'],make|makes|making|maked,['P4Y10M2D'],carpenters know how to make houses,house,object,house,object,object,,,
Brown,adam53.xml,['Adam'],make|makes|making|maked,['P4Y10M2D'],I wan  make a kite,kite,object,kite,object,object,,,
Brown,adam53.xml,['Adam'],make|makes|making|maked,['P4Y10M2D'],Ursula I wan  make my kite,kite,object,kite,object,object,,,
Brown,adam53.xml,['Adam'],make|makes|making|maked,['P4Y10M2D'],and dat's that's how you make a kite,kite,object,kite,object,object,,,
Brown,adam53.xml,['Adam'],make|makes|making|maked,['P4Y10M2D'],Mommy show me how to make a kite out_of dis this paper,kite,object,kite,object,object,,,
Brown,adam53.xml,['Adam'],make|makes|making|maked,['P4Y10M2D'],show me how I'm gonna make a kite,kite ,object,kite,object,object,,,
Brown,adam53.xml,['Adam'],make|makes|making|maked,['P4Y10M2D'],I know how to make my name,name,object,name,object,object,,,
Brown,adam53.xml,['Adam'],make|makes|making|maked,['P4Y10M2D'],I'm gonna make my own picture,picture,object,picture,object,object,,,
Brown,adam53.xml,['Adam'],make|makes|making|maked,['P4Y10M2D'],now how can we make a race,race,object,race,object,object,,,
Brown,adam53.xml,['Adam'],make|makes|making|maked,['P4Y10M2D'],to make another roof,roof,object,roof,object,object,,,
Brown,adam53.xml,['Adam'],make|makes|making|maked,['P4Y10M2D'],we were gonna make a ship huh,ship,object,ship,object,object,,,
Brown,adam53.xml,['Adam'],make|makes|making|maked,['P4Y10M2D'],I can't make de the stick,stick,object,stick,object,object,,,
Brown,adam53.xml,['Adam'],make|makes|making|maked,['P4Y10M2D'],I'm the one that's making up a story,story,object,story,object,object,,,
Brown,adam53.xml,['Adam'],make|makes|making|maked,['P4Y10M2D'],Ursula I can't make the tail,tail,object,tail,object,object,,,
Brown,adam53.xml,['Adam'],make|makes|making|maked,['P4Y10M2D'],I can't make de the top all de the way up and den then it be a door,top,object,top,object,object,,,
Brown,adam53.xml,['Adam'],make|makes|making|maked,['P4Y10M2D'],I'm gonna make a choo train,train,object,train,object,object,,,
Brown,adam53.xml,['Adam'],make|makes|making|maked,['P4Y10M2D'],how can you make de the windows,window,object,windiw,object,object,,,
Brown,adam53.xml,['Adam'],make|makes|making|maked,['P4Y10M2D'],I making him so he won't get wet,him,pronoun,him,pronoun,pronoun,,,
Brown,adam53.xml,['Adam'],make|makes|making|maked,['P4Y10M2D'],I'm gonna make me,me,pronoun,me,pronoun,pronoun,,,
Brown,adam53.xml,['Adam'],make|makes|making|maked,['P4Y10M2D'],not for  but I make one for you to take home,one,pronoun,one,pronoun,pronoun,,,
Brown,adam53.xml,['Adam'],make|makes|making|maked,['P4Y10M2D'],I'll make another one smaller dan than de the bigger one,one,pronoun,one,pronoun,pronoun,,,
Brown,adam53.xml,['Adam'],make|makes|making|maked,['P4Y10M2D'],hey dey they show a you how to make dem them,then,pronoun,them,pronoun,pronoun,,,
Brown,adam53.xml,['Adam'],make|makes|making|maked,['P4Y10M2D'],can't make it stand up,,,,,0,,,
Brown,adam53.xml,['Adam'],make|makes|making|maked,['P4Y10M2D'],I can't make it,,,,,0,,,
Brown,adam53.xml,['Adam'],make|makes|making|maked,['P4Y10M2D'],I can't make it go high,,,,,0,,,
Brown,adam53.xml,['Adam'],make|makes|making|maked,['P4Y10M2D'],I can make it straight,,,,,0,?,,
Brown,adam54.xml,['Adam'],make|makes|making|maked,['P4Y10M23D'],I make the dodge,dodge,event,dodge,event,event,,,
Brown,adam54.xml,['Adam'],make|makes|making|maked,['P4Y10M23D'],you know how to make a airplane,airplane,object,airplane,object,object,,,
Brown,adam54.xml,['Adam'],make|makes|making|maked,['P4Y10M23D'],you can make airplanes,airplane,object,airplane,object,object,,,
Brown,adam54.xml,['Adam'],make|makes|making|maked,['P4Y10M23D'],I wan  make a bow and arrow,"bow,arrow",object,bow/arrow,object,object,,,
Brown,adam54.xml,['Adam'],make|makes|making|maked,['P4Y10M23D'],I bet you don't know how to make a bigger bow and arrow,"bow,arrow",object,bow/arrow,object,object,,,
Brown,adam54.xml,['Adam'],make|makes|making|maked,['P4Y10M23D'],hey I wan  make a chair and a hammer,"chair,hammer",object,chair/hummer,object,object,,,
Brown,adam54.xml,['Adam'],make|makes|making|maked,['P4Y10M23D'],I bet you don't know how to make a gun,gun,object,gun,object,object,,,
Brown,adam54.xml,['Adam'],make|makes|making|maked,['P4Y10M23D'],Mommy you didn't make my hat,hat,object,hat,object,object,,,
Brown,adam54.xml,['Adam'],make|makes|making|maked,['P4Y10M23D'],you didn't make my hat and you better make my hat,hat,object,hat,object,object,,,
Brown,adam54.xml,['Adam'],make|makes|making|maked,['P4Y10M23D'],I can't make a ring,ring,object,ring,object,object,,,
Brown,adam54.xml,['Adam'],make|makes|making|maked,['P4Y10M23D'],I can't make a ring,ring,object,ring,object,object,,,
Brown,adam54.xml,['Adam'],make|makes|making|maked,['P4Y10M23D'],I don't know how to make a ring,ring,object,ring,object,object,,,
Brown,adam54.xml,['Adam'],make|makes|making|maked,['P4Y10M23D'],hey you gonna make your own self a ring,ring,object,ring,object,object,,,
Brown,adam54.xml,['Adam'],make|makes|making|maked,['P4Y10M23D'],I wonder how to make a spear,spear,object,spear,object,object,,,
Brown,adam54.xml,['Adam'],make|makes|making|maked,['P4Y10M23D'],I wonder how to make a arrow spear,spear,object,spear,object,object,,,
Brown,adam54.xml,['Adam'],make|makes|making|maked,['P4Y10M23D'],I can make a spear,spear,object,spear,object,object,,,
Brown,adam54.xml,['Adam'],make|makes|making|maked,['P4Y10M23D'],I bet you don't know how to make a spear,spera,object,spear,object,object,,,
Brown,adam54.xml,['Adam'],make|makes|making|maked,['P4Y10M23D'],Mommy could you make a target for me,target,object,target,object,object,,,
Brown,adam54.xml,['Adam'],make|makes|making|maked,['P4Y10M23D'],you don't know how to make so many things,thing,object,thing,object,object,,,
Brown,adam54.xml,['Adam'],make|makes|making|maked,['P4Y10M23D'],I bet you don't know how to make a tricycle,tricycle,object,tricycle,object,object,,,
Brown,adam54.xml,['Adam'],make|makes|making|maked,['P4Y10M23D'],I can't make a watch,watch,object,watch,object,object,,,
Brown,adam54.xml,['Adam'],make|makes|making|maked,['P4Y10M23D'],could you make one for me,one,pronoun,one,pronoun,pronoun,,,
Brown,adam54.xml,['Adam'],make|makes|making|maked,['P4Y10M23D'],hey we forgot to make something,something,pronoun,something,pronoun,pronoun,,,
Brown,adam54.xml,['Adam'],make|makes|making|maked,['P4Y10M23D'],I can't make dem them jump,them,pronoun,them,pronoun,pronoun,,,
Brown,adam54.xml,['Adam'],make|makes|making|maked,['P4Y10M23D'],I'm making you grain you know,you,pronoun,you,pronoun,pronoun,,,
Brown,adam54.xml,['Adam'],make|makes|making|maked,['P4Y10M23D'],don't make it so fluff it's fall off,,,,,0,?,,
Brown,adam54.xml,['Adam'],make|makes|making|maked,['P4Y10M23D'],I wonder how I can make it,,,,,0,,,
Brown,adam54.xml,['Adam'],make|makes|making|maked,['P4Y10M23D'],I can make it,,,,,0,,,
Brown,adam54.xml,['Adam'],make|makes|making|maked,['P4Y10M23D'],no you can make your own,,,,,0,,,
Brown,adam54.xml,['Adam'],make|makes|making|maked,['P4Y10M23D'],I can't make it go anymore,,,,,0,,,
Brown,adam54.xml,['Adam'],make|makes|making|maked,['P4Y10M23D'],you can make it taller and taller,,,taller,,0,?,,
Brown,adam54.xml,['Adam'],make|makes|making|maked,['P4Y10M23D'],hey you wan  make it a little smaller again,,,smaller,,0,?,,
Brown,adam55.xml,['Adam'],make|makes|making|maked,['P5Y2M12D'],let's put all the things that we make in here right,,,thing,object,!!!,?,,
Brown,adam55.xml,['Adam'],make|makes|making|maked,['P5Y2M12D'],I'm making my dodge game,,,game,object,!!!,,,
Brown,adam55.xml,['Adam'],make|makes|making|maked,['P5Y2M12D'],I'm gonna make two Prudential mommies,,,mommie,object,!!!,,,
Brown,adam55.xml,['Adam'],make|makes|making|maked,['P5Y2M12D'],silly thumb you making your own self hurt,,,self,pronoun,!!!,?,,
Brown,adam55.xml,['Adam'],make|makes|making|maked,['P5Y2M12D'],I can't make a ball,ball,object,ball,object,object,,,
Brown,adam55.xml,['Adam'],make|makes|making|maked,['P5Y2M12D'],can sing to make jingle bells,bell,object,jingle bells,object,object,,,
Brown,adam55.xml,['Adam'],make|makes|making|maked,['P5Y2M12D'],I wan  make a cane,cane,object,cane,object,object,,,
Brown,adam55.xml,['Adam'],make|makes|making|maked,['P5Y2M12D'],I maked made a cane a long big old giant snake,cane,object,cane,object,object,,,
Brown,adam55.xml,['Adam'],make|makes|making|maked,['P5Y2M12D'],do you know how to make a carrot,carrot,object,carrot,object,object,,,
Brown,adam55.xml,['Adam'],make|makes|making|maked,['P5Y2M12D'],and then you can make any color you want,color,object,color ,object,object,,,
Brown,adam55.xml,['Adam'],make|makes|making|maked,['P5Y2M12D'],I know how to make a dog,dog,object,dog,object,object,,,
Brown,adam55.xml,['Adam'],make|makes|making|maked,['P5Y2M12D'],how'd you make a handle,handle,object,handle,object,object,,,
Brown,adam55.xml,['Adam'],make|makes|making|maked,['P5Y2M12D'],let's make a monster,monster,object,monster,object,object,,,
Brown,adam55.xml,['Adam'],make|makes|making|maked,['P5Y2M12D'],Mommy you don't know how to make a monster do you,monster,object,monster,object,object,,,
Brown,adam55.xml,['Adam'],make|makes|making|maked,['P5Y2M12D'],no I don't wan  make a orange,orange,object,orange,object,object,,,
Brown,adam55.xml,['Adam'],make|makes|making|maked,['P5Y2M12D'],let's make the sliding_stairs out_of this,stairs,object,stairs,object,object,,,
Brown,adam55.xml,['Adam'],make|makes|making|maked,['P5Y2M12D'],I'm gonna make these things good,thing,object,thing,object,object,,,
Brown,adam55.xml,['Adam'],make|makes|making|maked,['P5Y2M12D'],and then give it to me when you finish and then I'm gonna make mines mine,mine,pronoun,mine,pronoun,pronoun,,,
Brown,adam55.xml,['Adam'],make|makes|making|maked,['P5Y2M12D'],I'm gonna make a bigger one than yours,one,pronoun,one,pronoun,pronoun,,,
Brown,adam55.xml,['Adam'],make|makes|making|maked,['P5Y2M12D'],hey make one out_of this,one,pronoun,one,pronoun,pronoun,,,
Brown,adam55.xml,['Adam'],make|makes|making|maked,['P5Y2M12D'],I'm going to make another one if someone has some more red stuff,one,pronoun,one,pronoun,pronoun,,,
Brown,adam55.xml,['Adam'],make|makes|making|maked,['P5Y2M12D'],do you know how to make one,one,pronoun,one,pronoun,pronoun,,,
Brown,adam55.xml,['Adam'],make|makes|making|maked,['P5Y2M12D'],Ursula make one for you,one,pronoun,one,pronoun,pronoun,,,
Brown,adam55.xml,['Adam'],make|makes|making|maked,['P5Y2M12D'],now make one for you,one,pronoun,one,pronoun,pronoun,,,
Brown,adam55.xml,['Adam'],make|makes|making|maked,['P5Y2M12D'],you don't know how to make that,that,pronoun,that,pronoun,pronoun,,,
Brown,adam55.xml,['Adam'],make|makes|making|maked,['P5Y2M12D'],show me how to make dat that,that,pronoun,that,pronoun,pronoun,,,
Brown,adam55.xml,['Adam'],make|makes|making|maked,['P5Y2M12D'],show me how to make dat that,that,pronoun,that,pronoun,pronoun,,,
Brown,adam55.xml,['Adam'],make|makes|making|maked,['P5Y2M12D'],my mouth is really making that,that,pronoun,that,pronoun,pronoun,,,
Brown,adam55.xml,['Adam'],make|makes|making|maked,['P5Y2M12D'],I'm gonna finish making one of these,these,pronoun,one,pronoun,pronoun,,,
Brown,adam55.xml,['Adam'],make|makes|making|maked,['P5Y2M12D'],there what if David makes the same xxx,xxx,,,,0,?,?,
Brown,adam55.xml,['Adam'],make|makes|making|maked,['P5Y2M12D'],I can make it straight,,,,,,,,
Brown,adam55.xml,['Adam'],make|makes|making|maked,['P5Y2M12D'],I can't make it,,,,,,,,
Brown,adam55.xml,['Adam'],make|makes|making|maked,['P5Y2M12D'],yeah make it big,,,,,,,,
Brown,adam55.xml,['Adam'],make|makes|making|maked,['P5Y2M12D'],gosh I don't know how to make it,,,,,0,,,
Brown,adam55.xml,['Adam'],make|makes|making|maked,['P5Y2M12D'],I'm not gonna make it,,,,,0,,,
Brown,adam55.xml,['Adam'],make|makes|making|maked,['P5Y2M12D'],I'm gonna make two and I'm gonna have eight,,,,,0,?,,
Brown,adam55.xml,['Adam'],make|makes|making|maked,['P5Y2M12D'],I wan  make the prettiest than the whole wide world,,,,,0,?,,
Brown,adam55.xml,['Adam'],make|makes|making|maked,['P5Y2M12D'],I didn't have her make any,,,,,0,,,
Brown,adam55.xml,['Adam'],make|makes|making|maked,['P5Y2M12D'],I'm gonna make it good,,,,,0,,,
Brown,adam55.xml,['Adam'],make|makes|making|maked,['P5Y2M12D'],see I can make it,,,,,0,,,
Brown,eve04.xml,['Eve'],make|makes|making|maked,['P1Y7M'],Eve make tower,tower,object,tower,object,object,,,
Brown,eve05.xml,['Eve'],make|makes|making|maked,['P1Y8M'],Mommy make tapioca lunch,lunch,object,lunch,object,object,,,
Brown,eve05.xml,['Eve'],make|makes|making|maked,['P1Y8M'],Mom Mommy make Eve tapioca lunch,lunch,object,lunch,object,object,,,
Brown,eve05.xml,['Eve'],make|makes|making|maked,['P1Y8M'],Eve make xxx tapioca,tapioca,object,tapioca,object,object,,,
Brown,eve05.xml,['Eve'],make|makes|making|maked,['P1Y8M'],Eve make tapioca,tapioca,object,tapioca,object,object,,,
Brown,eve05.xml,['Eve'],make|makes|making|maked,['P1Y8M'],Eve Eve making tapioca,tapioca,object,tapioca,object,object,,,
Brown,eve05.xml,['Eve'],make|makes|making|maked,['P1Y8M'],Mom Mom make a tapioca,tapioca,object,tapioca,object,object,,,
Brown,eve06.xml,['Eve'],make|makes|making|maked,['P1Y9M'],xxx make lunch,lunch,object,lunch,event,!!!,?,,
Brown,eve06.xml,['Eve'],make|makes|making|maked,['P1Y9M'],that Eve make Jim_jump,Jim,object,Jim,object,object,,,
Brown,eve06.xml,['Eve'],make|makes|making|maked,['P1Y9M'],yeah Eve make a Jim_jump,Jim,object,Jim,object,object,,,
Brown,eve06.xml,['Eve'],make|makes|making|maked,['P1Y9M'],you gonna make Eve grape juice,juice,object,juice,object,object,,,
Brown,eve06.xml,['Eve'],make|makes|making|maked,['P1Y9M'],I making Eve soup,soup,object,soup,object,object,,,
Brown,eve07.xml,['Eve'],make|makes|making|maked,['P1Y9M'],I making I making making cookie,cookie,object,cookie,object,object,,,
Brown,eve08.xml,['Eve'],make|makes|making|maked,['P1Y9M'],Emma make penny,penny,object,penny,object,object,,,
Brown,eve09.xml,['Eve'],make|makes|making|maked,['P1Y10M'],we make some xxx ice,ice,object,ice,object,object,,,
Brown,eve09.xml,['Eve'],make|makes|making|maked,['P1Y10M'],xxx make some xxx,xxx,,,,,,?,
Brown,eve09.xml,['Eve'],make|makes|making|maked,['P1Y10M'],ice make it better,,,,,0,?,,
Brown,eve09.xml,['Eve'],make|makes|making|maked,['P1Y10M'],that ice  make it better,,,,,0,,,
Brown,eve10.xml,['Eve'],make|makes|making|maked,['P1Y10M'],Sue have make more grape juice,juice,object,juice,object,object,,,
Brown,eve10.xml,['Eve'],make|makes|making|maked,['P1Y10M'],Sue make some,some,pronoun,some,pronoun,pronoun,,,
Brown,eve10.xml,['Eve'],make|makes|making|maked,['P1Y10M'],my tooshy make more,,,,,0,?,,
Brown,eve11.xml,['Eve'],make|makes|making|maked,['P1Y11M'],I making a bead,bead,object,bead,object,object,,,
Brown,eve11.xml,['Eve'],make|makes|making|maked,['P1Y11M'],Sue making more coffee for Fraser,coffee,object,coffee,object,object,,,
Brown,eve11.xml,['Eve'],make|makes|making|maked,['P1Y11M'],I making xxx,xxx,,,,0,,?,
Brown,eve12.xml,['Eve'],make|makes|making|maked,['P1Y11M'],Pap girl making tapioca,tapioca,object,tapioca,object,object,,,
Brown,eve12.xml,['Eve'],make|makes|making|maked,['P1Y11M'],I go put xxx make words,word,object,word,object,object,,,
Brown,eve12.xml,['Eve'],make|makes|making|maked,['P1Y11M'],look I make words,word,object,word,object,object,,,
Brown,eve14.xml,['Eve'],make|makes|making|maked,['P2Y0M'],I making making a house building,building,object,building,object,object,,,
Brown,eve14.xml,['Eve'],make|makes|making|maked,['P2Y0M'],I making house building,building,object,building,object,object,,,
Brown,eve14.xml,['Eve'],make|makes|making|maked,['P2Y0M'],I going make a house building,building,object,building,object,object,,,
Brown,eve14.xml,['Eve'],make|makes|making|maked,['P2Y0M'],you make a flower,flower,object,flower,object,object,,,
Brown,eve14.xml,['Eve'],make|makes|making|maked,['P2Y0M'],he goin make a flower,flower,object,flower,object,object,,,
Brown,eve14.xml,['Eve'],make|makes|making|maked,['P2Y0M'],sha we make anothe flowe,flower,object,flower,object,object,,,
Brown,eve14.xml,['Eve'],make|makes|making|maked,['P2Y0M'],I make a flower,flower,object,flower,object,object,,,
Brown,eve14.xml,['Eve'],make|makes|making|maked,['P2Y0M'],you make a flower,flower,object,flower,object,object,,,
Brown,eve14.xml,['Eve'],make|makes|making|maked,['P2Y0M'],he make a green,green,object,green,object,object,,,
Brown,eve14.xml,['Eve'],make|makes|making|maked,['P2Y0M'],shall we make a horse,horse,object,horse,object,object,,,
Brown,eve14.xml,['Eve'],make|makes|making|maked,['P2Y0M'],shall we make a horse,horse,object,horse,object,object,,,
Brown,eve14.xml,['Eve'],make|makes|making|maked,['P2Y0M'],shall we make a horse,horse,object,horse,object,object,,,
Brown,eve14.xml,['Eve'],make|makes|making|maked,['P2Y0M'],you make um make another horse,horse,object,horse,object,object,,,
Brown,eve14.xml,['Eve'],make|makes|making|maked,['P2Y0M'],we make another horse,horse,object,horse,object,object,,,
Brown,eve14.xml,['Eve'],make|makes|making|maked,['P2Y0M'],you make another horse,horse,object,horse,object,object,,,
Brown,eve14.xml,['Eve'],make|makes|making|maked,['P2Y0M'],that a green one so make the leaves,leaves,object,leaves,object,object,,,
Brown,eve14.xml,['Eve'],make|makes|making|maked,['P2Y0M'],I making roof,roof,object,roof,object,object,,,
Brown,eve14.xml,['Eve'],make|makes|making|maked,['P2Y0M'],shall we make a horse wagon,wagon,object,wagon,object,object,,,
Brown,eve14.xml,['Eve'],make|makes|making|maked,['P2Y0M'],you make that right there,that,pronoun,that,pronoun,pronoun,,,
Brown,eve14.xml,['Eve'],make|makes|making|maked,['P2Y0M'],make that make this over here,this,pronoun,this,pronoun,pronoun,,,
Brown,eve14.xml,['Eve'],make|makes|making|maked,['P2Y0M'],I making xxx,xxx,,,,0,,?,
Brown,eve14.xml,['Eve'],make|makes|making|maked,['P2Y0M'],I making xxx,xxx,,,,0,,?,
Brown,eve14.xml,['Eve'],make|makes|making|maked,['P2Y0M'],I make another,,,,,0,,,
Brown,eve14.xml,['Eve'],make|makes|making|maked,['P2Y0M'],we make it green,,,,,0,,,
Brown,eve14.xml,['Eve'],make|makes|making|maked,['P2Y0M'],shall we make it green,,,,,0,,,
Brown,eve14.xml,['Eve'],make|makes|making|maked,['P2Y0M'],shall we make it green,,,,,0,,,
Brown,eve14.xml,['Eve'],make|makes|making|maked,['P2Y0M'],you make it right there,,,,,0,,,
Brown,eve14.xml,['Eve'],make|makes|making|maked,['P2Y0M'],you make it there by your other flower,,,,,0,,,
Brown,eve15.xml,['Eve'],make|makes|making|maked,['P2Y1M'],we gonna make xxx rails,rail,object,rail,object,object,,,
Brown,eve15.xml,['Eve'],make|makes|making|maked,['P2Y1M'],I have make make another railroad,railroad,object,railroad,object,object,,,
Brown,eve15.xml,['Eve'],make|makes|making|maked,['P2Y1M'],go make another another railroad,railroad,object,railroad,object,object,,,
Brown,eve15.xml,['Eve'],make|makes|making|maked,['P2Y1M'],I go make a train,train,object,train,object,object,,,
Brown,eve15.xml,['Eve'],make|makes|making|maked,['P2Y1M'],I xxx make a train,train,object,train,object,object,,,
Brown,eve15.xml,['Eve'],make|makes|making|maked,['P2Y1M'],I xxx make these,these,pronoun,these,pronoun,pronoun,,,
Brown,eve15.xml,['Eve'],make|makes|making|maked,['P2Y1M'],I can make xxx,xxx,,,,0,,?,
Brown,eve15.xml,['Eve'],make|makes|making|maked,['P2Y1M'],because we have a make it,,,,,0,,,
Brown,eve16.xml,['Eve'],make|makes|making|maked,['P2Y1M'],you gonna make noise,noise,event,noise,event,event,,,
Brown,eve16.xml,['Eve'],make|makes|making|maked,['P2Y1M'],Sarah gonna make noise with xxx bottle,noise,event,noise,event,event,,,
Brown,eve16.xml,['Eve'],make|makes|making|maked,['P2Y1M'],xxx goin make noise and and I will hear her,noise,event,noise,event,event,,,
Brown,eve16.xml,['Eve'],make|makes|making|maked,['P2Y1M'],I making a dinosaur,dinosaur,object,dinosaur,object,object,,,
Brown,eve16.xml,['Eve'],make|makes|making|maked,['P2Y1M'],I making this kind this kind of dinosaur,dinosaur,object,dinosaur,object,object,,,
Brown,eve16.xml,['Eve'],make|makes|making|maked,['P2Y1M'],two weeks make a fortnight,fornight,object,fortnight,object,object,,,
Brown,eve16.xml,['Eve'],make|makes|making|maked,['P2Y1M'],it'll make a great big hole,hole,object,hole,object,object,,,
Brown,eve16.xml,['Eve'],make|makes|making|maked,['P2Y1M'],I go make a great big hole in my pants,hole,object,hole,object,object,,,
Brown,eve16.xml,['Eve'],make|makes|making|maked,['P2Y1M'],do make some more grape juice,juice,object,juice,object,object,,,
Brown,eve16.xml,['Eve'],make|makes|making|maked,['P2Y1M'],I go make a make a man,man,object,man,object,object,,,
Brown,eve16.xml,['Eve'],make|makes|making|maked,['P2Y1M'],after lunch make a man,man,object,man,object,object,,,
Brown,eve16.xml,['Eve'],make|makes|making|maked,['P2Y1M'],you go make some tapioca in there,tapioca,object,tapioca,object,object,,,
Brown,eve16.xml,['Eve'],make|makes|making|maked,['P2Y1M'],he goed went to make another one,one,pronoun,one,pronoun,pronoun,,,
Brown,eve16.xml,['Eve'],make|makes|making|maked,['P2Y1M'],he went to make another one,one,pronoun,one,pronoun,pronoun,,,
Brown,eve16.xml,['Eve'],make|makes|making|maked,['P2Y1M'],xxx make this one,one,pronoun,one,pronoun,pronoun,,,
Brown,eve16.xml,['Eve'],make|makes|making|maked,['P2Y1M'],I go make it,,,,,0,,,
Brown,eve17.xml,['Eve'],make|makes|making|maked,['P2Y2M'],Sue who who what making that noise,noise,one,noise,event,!!!,?,,
Brown,eve17.xml,['Eve'],make|makes|making|maked,['P2Y2M'],you make you make a lady for me,lady,object,lady,object,object,,,
Brown,eve17.xml,['Eve'],make|makes|making|maked,['P2Y2M'],you make another lady,lady,object,lady,object,object,,,
Brown,eve17.xml,['Eve'],make|makes|making|maked,['P2Y2M'],you make a lady for me,lady,object,lady,object,object,,,
Brown,eve17.xml,['Eve'],make|makes|making|maked,['P2Y2M'],I make another train,train,object,train,object,object,,,
Brown,eve17.xml,['Eve'],make|makes|making|maked,['P2Y2M'],make anoth make another one on here,one,pronoun,one,pronoun,pronoun,,,
Brown,eve17.xml,['Eve'],make|makes|making|maked,['P2Y2M'],I can't make one,one,pronoun,one,pronoun,pronoun,,,
Brown,eve17.xml,['Eve'],make|makes|making|maked,['P2Y2M'],you may make something for me,something,pronoun,something,pronoun,pronoun,,,
Brown,eve17.xml,['Eve'],make|makes|making|maked,['P2Y2M'],he making he make,,,,,0,,,
